length.group 1 2 3 4 5 sum(10e9) biomass(10e3t) meanweight(g) meanlength(cm) year
1 0 0 0 0 0 0 0 0 5.25 1972
2 0 0 0 0 0 0 0 0 5.75 1972
3 2.63 0 0 0 0 2.63 1.8 0.7 6.25 1972
4 5.12 0 0 0 0 5.12 5.1 1 6.75 1972
5 11.89 0 0 0 0 11.89 14.3 1.2 7.25 1972
6 26.62 0 0 0 0 26.62 45.3 1.7 7.75 1972
7 32.85 0 0 0 0 32.85 72.3 2.2 8.25 1972
8 31.68 0 0 0 0 31.68 95 3 8.75 1972
9 21.67 0 0 0 0 21.67 65 3 9.25 1972
10 12.12 0 0 0 0 12.12 48.5 4 9.75 1972
11 6.1 0 0 0 0 6.1 23.2 3.8 10.25 1972
12 1.74 1.09 0 0 0 2.83 13.1 4.6 10.75 1972
13 0 2.05 0 0 0 2.05 11.3 5.5 11.25 1972
14 0 4.42 0.2 0 0 4.62 29.5 6.4 11.75 1972
15 0 14.34 0.39 0 0 14.73 110.5 7.5 12.25 1972
16 0 31.56 4.66 0.42 0 36.64 302.2 8.2 12.75 1972
17 0 38.81 21.09 0.66 0 60.56 568.2 9.4 13.25 1972
18 0 28.78 34.25 1.73 0 64.76 696.3 10.8 13.75 1972
19 0 11.88 40.83 1.65 0 54.36 637.3 11.7 14.25 1972
20 0 4.62 27.58 2.92 0 35.12 467 13.3 14.75 1972
21 0 2.48 17.09 2.35 0.2 22.12 325.3 14.7 15.25 1972
22 0 0.73 10.22 2.85 0.16 13.96 222.3 15.9 15.75 1972
23 0 0.38 6.24 3.22 0.46 10.3 193.6 18.8 16.25 1972
24 0 0 3.99 3.35 0.26 7.6 149.2 19.6 16.75 1972
25 0 0 1.95 2.37 0.2 4.52 103.2 22.8 17.25 1972
26 0 0 0.85 0.84 0.27 1.96 44.1 22.5 17.75 1972
27 0 0 0.39 0.64 0.12 1.15 31.3 27.2 18.25 1972
28 0 0 0 0.04 0.06 0.1 2.8 27.5 18.75 1972
29 0 0 0 0 0.22 0.22 6.2 28 19.25 1972
30 0 0 0 0 0 0 0 0 19.75 1972
31 0 0 0 0 0 0 0 0 20.25 1972
32 0 0 0 0 0.07 0.07 2.1 30 20.75 1972
1 0 0 0 0 0 0 0 0 5.25 1973
2 0 0 0 0 0 0 0 0 5.75 1973
3 0 0 0 0 0 0 0 0 6.25 1973
4 7.79 0 0 0 0 7.79 8 1 6.75 1973
5 11.13 1.82 0 0 0 12.95 17.5 1.3 7.25 1973
6 11.43 0 0 0 0 11.43 19.4 1.7 7.75 1973
7 30.09 1.31 0 0 0 31.4 65.1 2.1 8.25 1973
8 70.67 2.16 0 0 0 72.83 157.9 2.2 8.75 1973
9 118.32 14.38 0 0 0 132.7 376 2.8 9.25 1973
10 123.91 34.78 0 0 0 158.69 505.1 3.2 9.75 1973
11 72.85 64.66 0 0 0 137.51 533.3 3.9 10.25 1973
12 45.97 51.58 0 0 0 97.55 450.6 4.6 10.75 1973
13 23.11 49.74 0 0 0 72.85 403.1 5.5 11.25 1973
14 7.26 44.62 0.52 0 0 52.4 340.4 6.5 11.75 1973
15 2.23 40.4 0 0 0 42.63 319.7 7.5 12.25 1973
16 2.43 23.87 0.4 0 0 26.7 233.9 8.8 12.75 1973
17 0.69 16.99 1.24 0 0 18.92 191.2 10.1 13.25 1973
18 0.22 12.57 2.41 0 0 15.2 174.3 11.5 13.75 1973
19 0.36 6.86 2.96 0.23 0 10.41 131.8 12.7 14.25 1973
20 0 3.32 5.45 0.42 0 9.19 132.3 14.4 14.75 1973
21 0 2.49 5.99 1.33 0 9.81 158 16.1 15.25 1973
22 0 2.28 5.16 1.95 0 9.39 177.2 18.9 15.75 1973
23 0 0.39 5.48 3.46 0 9.33 195.7 21 16.25 1973
24 0 0.36 5.48 2.88 0.05 8.77 208.8 23.8 16.75 1973
25 0 0.45 2.85 2.75 0.05 6.1 156.7 25.7 17.25 1973
26 0 0 1.12 2.42 0.08 3.62 110.4 30.5 17.75 1973
27 0 0 0.69 1.32 0 2.01 64.6 32.2 18.25 1973
28 0 0 0 0.3 0 0.3 11 36.7 18.75 1973
29 0 0 0 0.03 0 0.03 1.1 38 19.25 1973
30 0 0 0 0.02 0 0.02 1.1 53 19.75 1973
31 0 0 0 0 0 0 0 0 20.25 1973
32 0 0 0 0 0 0 0 0 20.75 1973
1 0 0 0 0 0 0 0 0 5.25 1974
2 0.13 0 0 0 0 0.13 0.1 0.7 5.75 1974
3 0.35 0 0 0 0 0.35 0.3 0.8 6.25 1974
4 0.51 0 0 0 0 0.51 0.5 1 6.75 1974
5 2.28 0.11 0 0 0 2.39 2.9 1.2 7.25 1974
6 3.78 0.05 0 0 0 3.83 5.4 1.4 7.75 1974
7 10.63 0.98 0.06 0 0 11.67 22.4 1.9 8.25 1974
8 23.27 1.1 0 0 0 24.37 53.8 2.2 8.75 1974
9 33.18 4.28 0.29 0 0 37.75 106.2 2.8 9.25 1974
10 64.44 17.26 1.31 0 0 83.01 257.8 3.1 9.75 1974
11 74.67 79.12 8.5 0 0 162.29 620.8 3.8 10.25 1974
12 59.27 116.04 15.58 0 0 190.89 815.9 4.3 10.75 1974
13 24.65 104.74 21.1 0 0 150.49 751.2 5 11.25 1974
14 5.55 83.14 21.31 0 0 110 632.7 5.8 11.75 1974
15 1.56 61.02 20.17 0 0 82.75 564.1 6.8 12.25 1974
16 0.31 35.52 15.12 0.1 0 51.05 403.4 7.9 12.75 1974
17 0.1 19.37 15.68 0.23 0 35.38 325.2 9.2 13.25 1974
18 0.08 10.06 14.44 0.05 0 24.63 263.1 10.7 13.75 1974
19 0.04 8.05 12.13 0.38 0 20.6 255.5 12.4 14.25 1974
20 0 3.7 9.82 0.13 0 13.65 193.9 14.2 14.75 1974
21 0 2.04 6.23 0.35 0 8.62 140.3 16.3 15.25 1974
22 0 0.57 5.28 0.16 0 6.01 112.9 18.8 15.75 1974
23 0 0.23 3.08 0.59 0 3.9 83.2 21.3 16.25 1974
24 0 0.03 1.6 0.4 0 2.03 49.4 24.3 16.75 1974
25 0 0.03 0.81 0.48 0.07 1.39 34.9 25.1 17.25 1974
26 0 0 0.14 0.24 0 0.38 10.8 28.3 17.75 1974
27 0 0 0.14 0.15 0 0.29 9.4 32.6 18.25 1974
28 0 0 0.25 0 0 0.25 8.1 32.6 18.75 1974
29 0 0 0.07 0.1 0 0.17 6.6 39 19.25 1974
30 0 0 0 0.05 0 0.05 2.1 42 19.75 1974
31 0 0 0 0 0 0 0 0 20.25 1974
32 0 0 0 0 0 0 0 0 20.75 1974
1 0 0 0 0 0 0 0 0 5.25 1975
2 0 0 0 0 0 0 0 0 5.75 1975
3 0 0 0 0 0 0 0 0 6.25 1975
4 0.06 0 0 0 0 0.06 0 0.7 6.75 1975
5 0.19 0 0 0 0 0.19 0.2 1 7.25 1975
6 1.52 0 0 0 0 1.52 1.8 1.2 7.75 1975
7 4.42 0.44 0 0 0 4.86 8.8 1.8 8.25 1975
8 17.62 0.21 0 0 0 17.83 37.9 2.1 8.75 1975
9 38.57 2.73 0 0 0 41.3 109.4 2.6 9.25 1975
10 42.67 7.99 0 0 0 50.66 163.5 3.2 9.75 1975
11 47.51 12.13 0 0 0 59.64 235.7 4 10.25 1975
12 24.26 33.2 0.32 0 0 57.78 255.6 4.4 10.75 1975
13 9.7 50.53 10.06 0.39 0 70.68 372 5.3 11.25 1975
14 3.09 79.06 29.27 0.86 0 112.28 671.8 6 11.75 1975
15 0.82 62.63 39.08 3.22 0 105.75 756.8 7.2 12.25 1975
16 0 43.06 52.02 4.89 0 99.97 852.4 8.5 12.75 1975
17 0 25.71 43.08 8.39 0 77.18 769.7 10 13.25 1975
18 0 16.36 34.7 7.2 0 58.26 657.7 11.3 13.75 1975
19 0 6.64 26.78 9.68 0 43.1 553.9 12.9 14.25 1975
20 0 2.35 19.45 8.63 0 30.43 453.4 14.9 14.75 1975
21 0 2.58 15.62 5.62 0 23.82 385.2 16.2 15.25 1975
22 0 1.43 8.93 10.8 0 21.16 395.4 18.7 15.75 1975
23 0 1.03 6.65 8.22 0 15.9 336.4 21.2 16.25 1975
24 0 0 4.94 6.1 0 11.04 267.6 24.2 16.75 1975
25 0 0 2.26 5.6 0.27 8.13 228.9 28.1 17.25 1975
26 0 0 1.41 4.54 0 5.95 179.2 30.1 17.75 1975
27 0 0 1.02 1.64 0 2.66 89.2 33.5 18.25 1975
28 0 0 0.08 0.58 0 0.66 23.8 36.1 18.75 1975
29 0 0 0 0 0 0 0 0 19.25 1975
30 0 0 0 0 0 0 0 0 19.75 1975
31 0 0 0 0 0 0 0 0 20.25 1975
32 0 0 0 0 0 0 0 0 20.75 1975
1 0 0 0 0 0 0 0 0 5.25 1976
2 0 0 0 0 0 0 0 0 5.75 1976
3 0 0 0 0 0 0 0 0 6.25 1976
4 0 0 0 0 0 0 0 0 6.75 1976
5 0.23 0 0 0 0 0.23 0.2 1 7.25 1976
6 3.19 0 0 0 0 3.19 3.8 1.2 7.75 1976
7 9.18 0 0 0 0 9.18 12.9 1.4 8.25 1976
8 14.69 0.24 0 0 0 14.93 23.9 1.6 8.75 1976
9 21.14 0.11 0 0 0 21.25 52.9 2.5 9.25 1976
10 25.29 0.1 0 0 0 25.39 76.7 3 9.75 1976
11 50.16 0.7 0 0 0 50.86 191.1 3.8 10.25 1976
12 44.02 2.77 0.47 0 0 47.26 204.5 4.3 10.75 1976
13 28.45 13.35 0.57 0 0 42.37 218.5 5.2 11.25 1976
14 11.75 38.06 4.97 0.54 0 55.32 339.3 6.1 11.75 1976
15 2.38 49.16 10.81 1.26 0 63.61 438.8 6.9 12.25 1976
16 0.35 45.34 19.59 3.14 0.28 68.7 548 8 12.75 1976
17 0 30.86 19.23 4.22 0.49 54.8 507.6 9.3 13.25 1976
18 0 25.21 22.81 7.77 0.06 55.85 600.4 10.7 13.75 1976
19 0 15.06 19.66 7.61 1.38 43.71 543.1 12.4 14.25 1976
20 0 8.2 22.45 9.65 1.15 41.45 586.5 14.2 14.75 1976
21 0 2.5 15.07 9.91 1.28 28.76 467.3 16.2 15.25 1976
22 0 0.99 13.62 8.38 2.45 25.44 462.5 18.2 15.75 1976
23 0 0.24 5.02 6.41 0.94 12.61 265.9 21.1 16.25 1976
24 0 0.17 4.07 5.31 0.53 10.08 242.5 24.1 16.75 1976
25 0 0 3.08 5.49 1.09 9.66 257.5 26.7 17.25 1976
26 0 0 1.34 3.31 0.83 5.48 166.5 30.4 17.75 1976
27 0 0 0.05 2.45 1.1 3.6 122.6 34.1 18.25 1976
28 0 0 0.18 0.79 0.23 1.2 47 39.2 18.75 1976
29 0 0 0 0.29 0.55 0.84 35.2 41.9 19.25 1976
30 0 0 0 0 0 0 0 0 19.75 1976
31 0 0 0 0.04 0 0.04 2.2 56 20.25 1976
32 0 0 0 0 0 0 0 0 20.75 1976
1 4.51 0 0 0 0 4.51 1.4 0.3 5.25 1977
2 8.66 0 0 0 0 8.66 3.5 0.4 5.75 1977
3 18.05 0 0 0 0 18.05 9 0.5 6.25 1977
4 24.78 0 0 0 0 24.78 14.9 0.6 6.75 1977
5 38.35 0 0 0 0 38.35 26.8 0.7 7.25 1977
6 38.6 0 0 0 0 38.6 46.3 1.2 7.75 1977
7 54.55 0.02 0 0 0 54.57 101.7 1.9 8.25 1977
8 52.21 0.53 0 0 0 52.74 117.5 2.2 8.75 1977
9 41.39 1.48 0 0 0 42.87 120.5 2.8 9.25 1977
10 38.75 2.37 0 0 0 41.12 130.2 3.2 9.75 1977
11 25.92 4.07 0.02 0 0 30.01 113.3 3.8 10.25 1977
12 10.1 7.47 0.02 0 0 17.59 75.7 4.3 10.75 1977
13 3.11 18.75 0.13 0 0 21.99 110.9 5 11.25 1977
14 0.77 28.62 0.4 0.17 0 29.96 177.1 5.9 11.75 1977
15 0.05 31.5 1.94 0.16 0 33.65 238.5 7.1 12.25 1977
16 0 24.22 4.04 0.39 0 28.65 233.9 8.2 12.75 1977
17 0 22.84 7.7 1.24 0 31.78 310.4 9.8 13.25 1977
18 0 12.62 11.18 2.02 0 25.82 290.9 11.3 13.75 1977
19 0 8.46 11.64 2.86 0.34 23.3 304.4 13.1 14.25 1977
20 0 5.38 13.63 4.38 0.26 23.65 351.9 14.9 14.75 1977
21 0 3.07 10.95 4.57 0.85 19.44 331.7 17.1 15.25 1977
22 0 2.25 13.2 5.44 1.29 22.18 423 19.1 15.75 1977
23 0 0.93 8.44 4.71 1 15.08 331.9 22 16.25 1977
24 0 0.14 8.2 3.64 0.84 12.82 313.8 24.5 16.75 1977
25 0 0.12 3.51 4.77 1.11 9.51 263.8 27.7 17.25 1977
26 0 0 2.44 3.37 1.4 7.21 219.7 30.5 17.75 1977
27 0 0 0.97 1.67 0.14 2.78 92.3 33.2 18.25 1977
28 0 0 0.14 0.66 0.05 0.85 29.8 35 18.75 1977
29 0 0 0 0.2 0 0.2 8.4 42 19.25 1977
30 0 0 0 0.06 0 0.06 2.9 48 19.75 1977
31 0 0 0 0 0 0 0 0 20.25 1977
32 0 0 0 0 0 0 0 0 20.75 1977
1 0 0 0 0 0 0 0 0 5.25 1978
2 0 0 0 0 0 0 0 0 5.75 1978
3 0 0 0 0 0 0 0 0 6.25 1978
4 0.29 0.03 0 0 0 0.32 0.3 0.8 6.75 1978
5 4.39 0.08 0 0 0 4.47 4.9 1.1 7.25 1978
6 3.1 0.1 0 0 0 3.2 5.3 1.7 7.75 1978
7 7.06 0.49 0 0 0 7.55 17.1 2.3 8.25 1978
8 9.26 1.07 0 0 0 10.33 25.5 2.5 8.75 1978
9 23.89 3.42 0 0 0 27.31 72.2 2.6 9.25 1978
10 22.95 7.91 0 0 0 30.86 97.8 3.2 9.75 1978
11 7.92 28.61 0 0 0 36.53 144.8 4 10.25 1978
12 3.1 48.75 0 0 0 51.85 238.2 4.6 10.75 1978
13 1.57 69.46 0.43 0 0 71.46 381.3 5.3 11.25 1978
14 0 71.67 0.61 0 0 72.28 438.2 6.1 11.75 1978
15 0 68.23 0.84 0 0 69.07 499 7.2 12.25 1978
16 0 40.53 2.16 0 0 42.69 358.8 8.4 12.75 1978
17 0 23.3 7.53 0 0 30.83 305.6 9.9 13.25 1978
18 0 13.31 9.8 0 0 23.11 256.1 11.1 13.75 1978
19 0 5.88 10.08 0.38 0 16.34 213.8 13.1 14.25 1978
20 0 4.3 12.11 0.98 0.12 17.51 255.3 14.6 14.75 1978
21 0 2 10.61 0.9 0 13.51 229 16.9 15.25 1978
22 0 1.46 7.99 2.15 0 11.6 225.3 19.4 15.75 1978
23 0 0.61 6.1 1.57 0.21 8.49 180 21.2 16.25 1978
24 0 0.43 3.87 1.79 0.1 6.19 146 23.6 16.75 1978
25 0 0 1.8 0.84 0.05 2.69 72.1 26.8 17.25 1978
26 0 0.05 0.88 0.15 0.05 1.13 34.3 30.3 17.75 1978
27 0 0 0.67 0.1 0 0.77 25.8 33.6 18.25 1978
28 0 0 0.29 0 0.13 0.42 17.8 42.4 18.75 1978
29 0 0 0.08 0 0 0.08 2.9 36 19.25 1978
30 0 0 0 0 0 0 0 0 19.75 1978
31 0 0 0 0 0 0 0 0 20.25 1978
32 0 0 0 0 0 0 0 0 20.75 1978
1 0 0 0 0 0 0 0 0 5.25 1979
2 0 0 0 0 0 0 0 0 5.75 1979
3 0 0 0 0 0 0 0 0 6.25 1979
4 0 0 0 0 0 0 0 0 6.75 1979
5 0 0 0 0 0 0 0 0 7.25 1979
6 0 0 0 0 0 0 0 0 7.75 1979
7 0.13 0 0 0 0 0.13 0.2 1.8 8.25 1979
8 0.06 0 0 0 0 0.06 0.1 2.2 8.75 1979
9 0.38 0 0 0 0 0.38 1.1 3 9.25 1979
10 1.31 0.79 0 0 0 2.1 7.1 3.4 9.75 1979
11 3.25 4.64 0 0 0 7.89 33.8 4.3 10.25 1979
12 2.56 14.29 0 0 0 16.85 75.5 4.5 10.75 1979
13 2.16 29.36 0 0 0 31.52 165 5.2 11.25 1979
14 1.86 67.13 1.4 0 0 70.39 428.3 6.1 11.75 1979
15 0.32 84.48 1.13 0 0 85.93 613.1 7.1 12.25 1979
16 0 65.98 10.6 0 0 76.58 621.9 8.1 12.75 1979
17 0 39.46 22.98 0 0 62.44 590.5 9.5 13.25 1979
18 0 19.02 16.85 0.41 0 36.28 399.6 11 13.75 1979
19 0 5.92 17.65 0.14 0 23.71 304.3 12.8 14.25 1979
20 0 1.09 14.5 0.46 0 16.05 240 15 14.75 1979
21 0 0.61 12.72 0.91 0 14.24 242.9 17.1 15.25 1979
22 0 0.5 6.25 0.33 0 7.08 137.8 19.5 15.75 1979
23 0 0.1 5.74 0.89 0 6.73 143.7 21.4 16.25 1979
24 0 0 1.64 0.49 0.06 2.19 52.7 24.1 16.75 1979
25 0 0 1.69 0.76 0 2.45 67 27.4 17.25 1979
26 0 0 0.55 0.44 0 0.99 32 32.3 17.75 1979
27 0 0 0.08 0.06 0 0.14 4.8 34.6 18.25 1979
28 0 0 0 0 0 0 0 0 18.75 1979
29 0 0 0 0 0 0 0 0 19.25 1979
30 0 0 0 0 0 0 0 0 19.75 1979
31 0 0 0 0 0 0 0 0 20.25 1979
32 0 0 0 0 0 0 0 0 20.75 1979
1 0 0 0 0 0 0 0 0 5.25 1980
2 0 0 0 0 0 0 0 0 5.75 1980
3 0 0 0 0 0 0 0 0 6.25 1980
4 0.65 0 0 0 0 0.65 0.6 1 6.75 1980
5 2.47 0 0 0 0 2.47 2.5 1 7.25 1980
6 2.59 0 0 0 0 2.59 2.6 1 7.75 1980
7 5.66 0 0 0 0 5.66 9.6 1.7 8.25 1980
8 14.83 0 0 0 0 14.83 29.7 2 8.75 1980
9 25.59 0 0 0 0 25.59 60.3 2.4 9.25 1980
10 26.91 0.25 0 0 0 27.16 83.2 3.1 9.75 1980
11 29.41 0.75 0 0 0 30.16 119.3 4 10.25 1980
12 51.66 3.83 0 0 0 55.49 259.1 4.7 10.75 1980
13 57.9 11.36 0.13 0 0 69.39 366.9 5.3 11.25 1980
14 31.2 24.51 0.03 0 0 55.74 345.4 6.2 11.75 1980
15 12.05 33.71 0.51 0 0 46.27 341.8 7.4 12.25 1980
16 5.86 31.58 1.69 0.04 0 39.17 340.1 8.7 12.75 1980
17 2.53 30.98 4.61 0.14 0 38.26 388.9 10.2 13.25 1980
18 0.6 27.18 11.34 0.12 0 39.24 452 11.5 13.75 1980
19 0 18.24 23.14 1.06 0 42.44 559.1 13.2 14.25 1980
20 0 7.53 28.06 1.96 0 37.55 553.4 14.7 14.75 1980
21 0 4.23 27.85 3.81 0 35.89 606.3 16.9 15.25 1980
22 0 1 18.07 4.68 0.02 23.77 451.6 19 15.75 1980
23 0 0.48 14.74 4.75 0.28 20.25 444.6 22 16.25 1980
24 0 0.07 9.01 4.17 0 13.25 335.2 25.3 16.75 1980
25 0 0.07 5.26 3.92 0 9.25 264.4 28.6 17.25 1980
26 0 0 4.62 3.52 0 8.14 261.7 32.1 17.75 1980
27 0 0 2.92 2.33 0 5.25 191.6 36.5 18.25 1980
28 0 0 1.81 1.1 0 2.91 117.1 40.2 18.75 1980
29 0 0 1.31 0.85 0 2.16 91.3 42.3 19.25 1980
30 0 0 0.18 0.56 0 0.74 36.5 49.3 19.75 1980
31 0 0 0 0 0 0 0 0 20.25 1980
32 0 0 0 0 0 0 0 0 20.75 1980
1 0 0 0 0 0 0 0 0 5.25 1981
2 0 0 0 0 0 0 0 0 5.75 1981
3 8.63 0 0 0 0 8.63 8.3 1 6.25 1981
4 19.22 0 0 0 0 19.22 19.2 1 6.75 1981
5 33.35 0 0 0 0 33.35 33.3 1 7.25 1981
6 60.13 0 0 0 0 60.13 78.3 1.3 7.75 1981
7 65.58 0 0 0 0 65.58 118.3 1.8 8.25 1981
8 58.43 0.08 0 0 0 58.51 123.1 2.1 8.75 1981
9 52.59 0.34 0 0 0 52.93 136.9 2.6 9.25 1981
10 41.83 1.32 0 0 0 43.15 130.5 3 9.75 1981
11 26.57 2.58 0 0 0 29.15 108.8 3.7 10.25 1981
12 21.72 4.73 0 0 0 26.45 114.2 4.3 10.75 1981
13 7.88 8.98 0 0 0 16.86 88.7 5.3 11.25 1981
14 2.99 17.46 0.05 0 0 20.5 127.6 6.2 11.75 1981
15 1.62 30.74 0.19 0 0 32.55 234.1 7.2 12.25 1981
16 1.25 41.99 0.59 0 0 43.83 363.8 8.3 12.75 1981
17 0.5 32.8 2.29 0.04 0 35.63 342.7 9.6 13.25 1981
18 0.2 23.51 4.66 0.01 0 28.38 315.6 11.1 13.75 1981
19 0.07 15.32 6.42 0.02 0 21.83 276.6 12.7 14.25 1981
20 0 6.77 7.02 0.2 0 13.99 201.7 14.4 14.75 1981
21 0 3.55 7.05 1.4 0.04 12.04 197.4 16.4 15.25 1981
22 0 1.64 6.98 2 0 10.62 190.2 17.9 15.75 1981
23 0 0.94 4.7 1.97 0.02 7.63 155.8 20.4 16.25 1981
24 0 0.79 3.46 2.59 0 6.84 156.1 22.8 16.75 1981
25 0 0.67 1.57 1.73 0.04 4.01 107 26.7 17.25 1981
26 0 0.52 1.62 1.82 0.06 4.02 120 29.8 17.75 1981
27 0 0.38 0.66 1.29 0 2.33 77.7 33.3 18.25 1981
28 0 0.17 0.51 0.49 0.1 1.27 46.3 36.4 18.75 1981
29 0 0 0.15 0.02 0 0.17 7.8 46 19.25 1981
30 0 0 0.05 0.19 0 0.24 11.5 48 19.75 1981
31 0 0 0.01 0.03 0 0.04 2.3 58.5 20.25 1981
32 0 0 0.02 0 0 0.02 1.3 63 20.75 1981
1 11.11 0 0 0 0 11.11 4.44 0.4 0 1982
2 16.17 0 0 0 0 16.17 9.7 0.6 0 1982
3 30.16 0 0 0 0 30.16 30.16 1 0 1982
4 40.68 0 0 0 0 40.68 40.68 1 0 1982
5 55.98 0 0 0 0 55.98 55.98 1 0 1982
6 65.35 0 0 0 0 65.35 71.89 1.1 0 1982
7 36.03 0 0 0 0 36.03 57.65 1.6 0 1982
8 41.79 0 0 0 0 41.79 87.76 2.1 0 1982
9 52.89 0.33 0 0 0 53.22 143.7 2.7 0 1982
10 59.03 0.51 0 0 0 59.54 184.59 3.1 0 1982
11 54.95 2.02 0 0 0 56.97 216.49 3.8 0 1982
12 36.53 8.53 0 0 0 45.06 198.26 4.4 0 1982
13 15.29 14.69 0 0 0 29.98 158.91 5.3 0 1982
14 8.86 22.85 0 0 0 31.71 196.59 6.2 0 1982
15 3.15 25.43 0.05 0 0 28.63 209.03 7.3 0 1982
16 0.3 22.84 0.23 0 0 23.38 196.37 8.4 0 1982
17 0.04 16.1 0.41 0 0 16.56 163.92 9.9 0 1982
18 0 12.63 1.5 0 0 14.13 161.1 11.4 0 1982
19 0 6.81 5.89 0 0 12.69 167.54 13.2 0 1982
20 0 5.9 6.16 0.03 0 12.09 178.86 14.8 0 1982
21 0 3.14 9.41 0.14 0 12.69 217.05 17.1 0 1982
22 0 1.61 9.1 0.54 0 11.25 212.57 18.9 0 1982
23 0 0.53 6.58 0.47 0 7.58 161.39 21.3 0 1982
24 0 0.96 5.69 0.31 0 6.95 172.44 24.8 0 1982
25 0 0.91 5.01 0.19 0 6.12 170.61 27.9 0 1982
26 0 1.44 2.76 0.2 0 4.4 136.49 31 0 1982
27 0 0.2 2.33 0 0 2.53 87.37 34.5 0 1982
28 0 0.12 0.51 0 0 0.64 22.9 35.9 0 1982
29 0 0 0.78 0.14 0 0.92 37.2 40.3 0 1982
30 0 0.07 0.26 0.14 0 0.47 20.27 43.3 0 1982
31 0 0 0.13 0 0 0.13 6.3 50 0 1982
32 0 0 0 0 0 0 0 0 0 1982
1 0 0 0 0 0 0 0 0 5.25 1983
2 0 0 0 0 0 0 0 0 5.75 1983
3 0 0 0 0 0 0 0 0 6.25 1983
4 5.27 0 0 0 0 5.27 5.3 1 6.75 1983
5 7.18 0 0 0 0 7.18 7.2 1 7.25 1983
6 10.16 0 0 0 0 10.16 10.9 1.1 7.75 1983
7 27.56 0 0 0 0 27.56 55.7 2 8.25 1983
8 96.43 0 0 0 0 96.43 208.3 2.2 8.75 1983
9 119.53 1.46 0 0 0 120.99 340.1 2.8 9.25 1983
10 109.66 2.91 0 0 0 112.57 353.2 3.1 9.75 1983
11 67.1 4.4 0 0 0 71.5 278.1 3.9 10.25 1983
12 38.15 15.71 0 0 0 53.86 249.8 4.6 10.75 1983
13 21.61 23.39 0 0 0 45 249.1 5.5 11.25 1983
14 8.49 24.67 0 0 0 33.16 212.6 6.4 11.75 1983
15 2.16 30.13 0.27 0 0 32.56 248.3 7.6 12.25 1983
16 1.44 23.93 0.64 0 0 26.01 231.1 8.9 12.75 1983
17 0.14 22.12 2.32 0 0 24.58 253 10.3 13.25 1983
18 0 14.25 2.52 0 0 16.77 199.2 11.9 13.75 1983
19 0 11.57 5.32 0 0 16.89 231.2 13.7 14.25 1983
20 0 8.21 4.66 0 0 12.87 199.5 15.5 14.75 1983
21 0 7.34 5.21 0.07 0 12.62 225.6 17.9 15.25 1983
22 0 3.88 4.38 0.06 0 8.32 168.8 20.3 15.75 1983
23 0 2.87 5.45 0.14 0 8.46 191.9 22.7 16.25 1983
24 0 1.65 2.77 0.09 0 4.51 117.1 26 16.75 1983
25 0 1.07 2.64 0 0 3.71 106.1 28.6 17.25 1983
26 0 0.33 1.33 0 0 1.66 54.1 32.6 17.75 1983
27 0 0.11 0.36 0 0 0.47 16.1 34.3 18.25 1983
28 0 0.18 0.22 0 0 0.4 16.1 40.2 18.75 1983
29 0 0.01 0.02 0 0 0.03 1.3 45 19.25 1983
30 0 0 0 0 0 0 0 0 19.75 1983
31 0 0 0 0 0 0 0 0 20.25 1983
32 0 0 0 0 0 0 0 0 20.75 1983
1 0 0 0 0 0 0 0 0 5.25 1984
2 0 0 0 0 0 0 0 0 5.75 1984
3 0 0 0 0 0 0 0 0 6.25 1984
4 0 0 0 0 0 0 0 0 6.75 1984
5 0 0 0 0 0 0 0 0 7.25 1984
6 1.62 0 0 0 0 1.62 2.6 1.6 7.75 1984
7 3.6 0 0 0 0 3.6 6.7 1.9 8.25 1984
8 11.2 0 0 0 0 11.2 23.2 2.1 8.75 1984
9 28.26 0.34 0 0 0 28.6 75.8 2.7 9.25 1984
10 39.38 3.89 0 0 0 43.27 136.4 3.2 9.75 1984
11 26.12 13.79 0 0 0 39.91 157.5 3.9 10.25 1984
12 21.77 24.34 0.25 0 0 46.36 209.4 4.5 10.75 1984
13 13.25 29.45 0.79 0 0 43.49 229.1 5.3 11.25 1984
14 5.58 30.08 1.14 0 0 36.8 222.6 6 11.75 1984
15 1.37 26.93 1.94 0 0 30.24 215.1 7.1 12.25 1984
16 1.58 17.4 1.63 0 0 20.61 173.1 8.4 12.75 1984
17 0.75 13.83 2.84 0 0 17.42 170.8 9.8 13.25 1984
18 0.25 7.39 4.09 0 0 11.73 134.2 11.4 13.75 1984
19 0.02 5.4 5.01 0 0 10.43 141.3 13.5 14.25 1984
20 0 3.79 4.95 0 0 8.74 129.3 14.8 14.75 1984
21 0 3.08 5.39 0.36 0 8.83 152.6 17.3 15.25 1984
22 0 2.17 4.2 0.37 0 6.74 128.1 19 15.75 1984
23 0 1.85 4.06 0.39 0 6.3 136.7 21.7 16.25 1984
24 0 1.01 3.05 0.59 0 4.65 117.1 25.2 16.75 1984
25 0 1.05 3.27 0.31 0 4.63 131.3 28.4 17.25 1984
26 0 0.57 2.33 0.23 0 3.13 99.5 31.8 17.75 1984
27 0 0.16 1.54 0.23 0 1.93 68.6 35.6 18.25 1984
28 0 0.12 0.79 0.32 0 1.23 47.4 38.5 18.75 1984
29 0 0.01 0.6 0.14 0 0.75 32.1 42.8 19.25 1984
30 0 0 0.29 0.09 0 0.38 17.8 46.9 19.75 1984
